date,msg_total,msg_text,msg_voice,msg_photo,msg_sticker,msg_location,msg_video,msg_wi,msg_mobi,msg_vina,msg_vtel,msg_gt,msg_fg,msg_ot,hour
2015-09-01,13794530,12961863,53323,193047,566787,401,2810,8591674,1022675,627260,3025006,10402,334059,183454,00:00
2015-09-02,16168154,15239475,54294,228145,625076,470,3074,9821079,1202635,756102,3795328,12446,361505,219059,00:00
2015-09-03,13413012,12590201,43314,232563,529261,389,2874,8314559,1003263,625459,2970004,8387,304534,186806,00:00
2015-09-04,13235059,12423139,46637,188550,557822,401,2511,8241018,983811,611512,2921008,9438,287409,180863,00:00
2015-09-05,15642161,14707848,52907,216476,643513,482,2950,9720612,1159422,729621,3469049,12380,345289,205788,00:00
2015-09-06,18930835,17825384,65936,268770,744870,561,3542,11471646,1369097,890312,4486624,14216,441169,257771,00:00
9/7/2015,16718400,15709646,61481,245200,679931,560,3113,10323336,1202380,776515,3792621,9290,385074,229184,00:00
9/8/2015,15619769,14685221,58174,216755,638722,443,2813,9644775,1125436,712713,3546916,12532,363679,213718,00:00
9/9/2015,13249159,12451079,50803,181289,547432,369,2848,8315681,907019,601029,2911761,9518,343465,160686,00:00
9/10/2015,13246186,12441112,52744,184942,549451,390,2557,8121221,908303,628746,3075844,8987,341340,161745,00:00
9/11/2015,15553276,14600263,61971,220489,647982,428,3455,9587982,1100758,710835,3568825,10881,374989,199006,00:00
9/12/2015,16455626,15475381,59844,229697,668053,444,3212,10098574,1129953,765272,3834490,10174,400369,216794,00:00
9/13/2015,16460881,15496089,61083,234183,648408,548,3131,10040654,1176381,758076,3842271,12554,410072,220873,00:00
9/14/2015,13624647,12784589,53011,210938,557643,427,2850,8519480,965567,607658,3024694,7288,330477,169483,00:00
9/15/2015,12870532,12080036,52141,186218,532832,378,2676,7964579,885898,588450,2924772,7615,342236,156982,00:00
9/16/2015,12393921,11629726,49282,180807,516477,389,2364,7709786,834052,574037,2788858,8213,326355,152620,00:00
9/17/2015,13594199,12750975,52508,196344,574520,413,2514,8456869,948323,613763,3060971,8922,339236,166115,00:00
9/18/2015,15065539,14131619,59761,217926,634524,450,3281,9287933,1101331,697440,3414058,12260,363442,189075,00:00
9/19/2015,15987208,1,60107,233455,666582,446,3070,9795968,1135629,740258,3708594,12018,390740,204001,00:00
9/20/2015,18227692,1,67260,272874,730376,576,3333,10908926,1274811,863244,4462757,13955,457860,246139,00:00
9/21/2015,16583882,1,60034,259458,695960,458,3219,10207124,1163182,774412,3825395,10615,383384,219770,00:00
9/22/2015,14641627,1,56639,220042,622901,403,3042,9106429,1061549,664259,3244113,10159,362113,193005,00:00
9/23/2015,15125591,1,57263,230298,631996,458,3013,9314131,1040663,713308,3477481,8646,377923,193439,00:00
9/24/2015,16054601,1,59747,239253,680632,501,3571,9908309,1122215,732320,3689573,10693,392705,198786,00:00
9/25/2015,17036036,1,63930,255624,723021,541,3113,10518221,1192724,767407,3919606,11293,403763,223022,00:00
9/26/2015,17301855,1,63408,260782,721466,487,3352,10570558,1231051,791441,4042147,11443,428456,226759,00:00
9/27/2015,19630999,1,70892,348719,778882,504,4123,11731697,1384558,917489,4804493,13336,503776,275650,00:00
9/28/2015,16322499,1,54787,299061,656898,395,3628,9994865,1108118,736455,3847365,10263,415676,209757,00:00
9/29/2015,13955891,1,51547,211833,586403,445,2923,8711527,947923,641725,3114147,9208,367262,164099,00:00
9/30/2015,15491958,1,57025,229153,660095,425,2968,9661390,1097018,687123,3455790,8779,386129,195729,00:00
10/1/2015,15680362,1,60221,227798,685245,451,2981,9751954,1109164,699888,3488703,9825,419338,201490,00:00
10/2/2015,15533440,1,58509,229105,671186,422,3316,9710543,1120118,676334,3429766,10183,384566,201930,00:00
10/3/2015,15781389,1,56553,231038,678031,468,2862,9803172,1141892,709509,3516170,10565,394228,205853,00:00
10/4/2015,17153330,1,56566,257903,720655,476,3310,10497438,1214850,788416,3986928,12570,426599,226529,00:00
10/5/2015,14652589,1,49551,228851,626239,455,3033,9191678,998804,649456,3266684,7824,353111,185032,00:00
10/6/2015,14403551,1,52978,218783,613477,381,2769,9068011,1005388,616129,3150364,9685,373897,180077,00:00
10/7/2015,15114772,1,58109,228181,657234,428,2806,9507517,1086554,679466,3272533,9478,370142,189082,00:00
10/8/2015,14886912,1,51705,222942,656535,411,2934,9350111,1033490,657894,3277818,10747,370432,186420,00:00
10/9/2015,15140261,1,55327,230734,651441,405,2740,9519540,1094249,677464,3286148,11644,364757,186459,00:00
10/10/2015,14133829,1,50304,214182,605484,412,3043,8836281,997875,627651,3130272,10758,359113,171879,00:00
10/11/2015,16783459,1,55069,276462,716434,489,3693,10375970,1246045,744631,3768002,12717,402201,233893,00:00
10/12/2015,14592441,1,50931,238232,625593,352,3201,9289251,1053427,614679,3098503,9529,342684,184368,00:00
10/13/2015,13723644,1,47333,217459,603462,382,3087,8692454,963081,590016,2962913,8922,337770,168488,00:00
10/14/2015,13678832,1,44985,215835,599995,365,2545,8709546,939451,588722,2921089,9672,340226,170126,00:00
10/15/2015,13884212,1,48343,213789,612568,409,2842,8822564,945725,607640,2995309,11833,338600,162541,00:00
10/16/2015,14190304,1,50870,218808,610878,359,3213,8982433,951891,636159,3099349,10305,344608,165559,00:00
10/17/2015,14817448,1,49090,231915,644779,425,4139,9287108,1011590,670260,3287905,10967,367035,182583,00:00
10/18/2015,18045009,1,59504,292557,744607,445,4549,11138484,1270812,806891,4134664,12700,444232,237226,00:00
10/19/2015,14202920,1,47048,251798,604635,394,3428,9006139,931792,625546,3104906,9989,353882,170666,00:00
10/20/2015,16416374,1,50990,381915,744968,393,4323,10423825,1083796,728831,3565119,10163,407617,197023,00:00
10/21/2015,16512767,1,49227,305639,689407,411,3697,10433941,1065034,712518,3703623,11957,399646,186048,00:00
10/22/2015,13821498,1,48737,219615,594587,385,3171,8797285,924015,607459,2978890,9310,352810,151729,00:00
10/23/2015,14444758,1,50273,221298,617482,410,3297,9144270,977989,638430,3144462,8267,359682,171658,00:00
10/24/2015,14169757,1,47056,221649,611461,408,3026,8952425,960910,627647,3080724,8536,368437,171078,00:00
10/25/2015,17825696,1,57466,289144,738798,489,4104,11183671,1281078,771749,3917001,14123,423126,234948,00:00
10/26/2015,15118261,1,49172,252003,647191,385,3403,9690140,1033134,652709,3182363,10933,358127,190855,00:00
10/27/2015,14486381,1,48875,233829,633981,414,3791,9243017,1007355,630566,3068191,8708,353737,174807,00:00
10/28/2015,14810847,1,48954,231536,642793,421,3227,9500659,999695,640461,3113183,8951,368205,179693,00:00
10/29/2015,15171290,1,49164,241114,663858,433,3635,9738204,1023138,656181,3213963,10158,344673,184973,00:00
10/30/2015,15450559,1,51346,245207,665842,438,3485,10002203,1050960,677601,3162386,11216,358013,188180,00:00
10/31/2015,16455755,1,54977,278721,703078,564,6646,10507332,1132511,724599,3505474,11054,376525,198260,00:00
11/1/2015,17463456,1,55302,330956,725454,454,9474,10982293,1276838,750702,3778465,12607,425648,236903,00:00
11/2/2015,13024412,1,41572,224687,558857,361,3444,8514119,903184,530777,2591308,8575,310758,165691,00:00
11/3/2015,12767819,1,42682,209694,553630,342,3159,8268228,863021,533672,2626825,7908,320616,147549,00:00
11/4/2015,13333945,12483033,41045,213652,577760,370,2955,8507347,930223,581621,2825219,8818,332360,148357,00:00
11/5/2015,13426682,1,43734,216860,588051,360,3637,8496303,983871,600036,2854083,9124,331541,151724,00:00
2015-11-06,13699275,12816537,44140,212826,604817,358,3253,8588367,964696,642294,2998659,8744,345785,150730,00:00
2015-11-07,15273376,14310273,49000,244315,648597,434,3630,9626336,1082263,687983,3318932,9521,372145,176196,00:00
2015-11-08,18118348,16986509,59784,295578,749571,507,4212,10857640,1409000,960206,4174607,13614,449681,253600,00:00
2015-11-09,14662703,13737643,48934,249974,605788,397,3763,9317516,1001057,643822,3151073,8128,366199,174908,00:00
2015-11-10,14739316,13797327,47636,240769,629820,392,4781,9417743,1006338,638305,3139092,9773,364174,163891,00:00
2015-11-11,15210748,14256651,49689,246003,636594,395,3638,9746865,1019447,657530,3222333,9282,371431,183860,00:00
2015-11-12,15252184,14272898,49644,248084,657654,448,3477,9733979,1018486,685715,3256853,8536,366228,182387,00:00
2015-11-13,15280621,14305905,49983,245771,656095,395,3394,9756638,1041806,680837,3252218,9424,355229,184469,00:00
2015-11-14,15849972,14839193,53857,256009,679285,482,3437,10160587,1085470,675655,3348009,10428,377493,192330,00:00
2015-11-15,17681850,16579671,56072,304405,717598,550,4026,11019752,1255705,796827,3920221,8841,450132,230372,00:00
2015-11-16,14811362,13850220,48431,262869,628603,481,3588,9474260,1008420,644265,3137044,8005,359929,179439,00:00
2015-11-17,14926744,13972536,49654,245914,635878,434,3472,9485898,1005697,660391,3221556,9710,369187,174305,00:00
2015-11-18,15209534,14237665,49428,249460,651884,409,3306,9738842,1015318,682679,3226221,8433,358219,179822,00:00
2015-11-19,15552371,14560136,51248,257501,659164,468,3847,9957022,1031273,697719,3299996,9684,372204,184473,00:00
2015-11-20,16327647,15265458,52455,278168,704946,477,3778,10338425,1151607,729130,3512505,12112,384193,199675,00:00
2015-11-21,15469499,14466243,51853,276754,653897,695,3264,9769041,1118465,706365,3300003,10068,378879,186678,00:00
2015-11-22,17383199,16295085,54553,298137,712966,505,3538,10852173,1263644,817117,3795231,11387,417248,226399,00:00
2015-11-23,13516437,12626657,44281,244341,580238,338,3418,8612235,928995,612296,2857145,8157,343432,154177,00:00
2015-11-24,14561422,13610751,49420,245790,633046,396,3021,9336320,1017292,649542,3030711,9281,348837,169439,00:00
2015-11-25,14049105,13126573,48239,228180,625916,396,2906,9116958,942994,616065,2861051,8493,341538,162006,00:00
2015-11-26,14270665,13310444,48374,234166,658577,388,2936,9376302,990960,606121,2802555,9183,311728,173816,00:00
2015-11-27,13985656,13029934,45001,233712,655802,406,3076,9322166,993152,598274,2601986,7698,301389,160991,00:00
2015-11-28,15168361,14139285,50009,250720,704923,451,3185,9929950,1069923,645997,3000776,9263,337903,174549,00:00
2015-11-29,18052169,16854912,56496,307915,807858,517,3754,11620365,1281295,787111,3724510,10996,401715,226177,00:00
2015-11-30,14605509,13614078,45109,257765,664235,423,3539,9583500,1003061,615139,2898186,7715,331650,166258,00:00
2015-12-01,14985663,13955050,48882,263632,696496,425,2986,9801362,991189,651680,3017189,7776,345127,171340,00:00
2015-12-02,14913161,13883150,46191,255697,707853,431,3143,9764382,984521,649066,3010591,8982,331125,164494,00:00
2015-12-03,15598660,14548721,49198,259991,718811,388,3405,10178048,1012931,681248,3196363,9029,350964,170077,00:00
2015-12-04,14917182,13892762,47728,255338,700261,439,2737,9839000,1011522,630821,2919262,9228,335106,172243,00:00
2015-12-05,15384473,14320330,51688,257002,732875,449,3638,10048553,1082992,660563,3047983,9485,350656,184241,00:00
2015-12-06,18379103,17145404,58643,314455,834636,537,4745,11657420,1281301,835102,3942587,13189,418628,230876,00:00
2015-12-07,14309161,13309953,47115,257869,672731,375,3907,9469192,984567,615098,2744489,8226,314990,172599,00:00
2015-12-08,14315246,13323426,48146,247802,675272,367,3323,9446576,974935,603506,2797209,7211,320643,165166,00:00
2015-12-09,14330117,13315268,48469,243351,698203,369,3128,9480974,988278,611380,2744599,8285,324148,172453,00:00
2015-12-10,15371713,14302743,49342,260034,735822,420,3768,10090391,1077678,656702,3021762,9556,341501,174123,00:00
2015-12-11,15880981,14773127,49010,273712,758864,452,3459,10403635,1076194,669165,3190324,9803,350749,181111,00:00
2015-12-12,16527079,15383202,52810,280968,787617,518,2891,10757968,1145247,705239,3349123,10103,374111,185288,00:00
2015-12-13,19715495,18365960,60096,349141,909639,562,3727,12595078,1334306,866802,4234310,11620,432108,241271,00:00
2015-12-14,16812562,15636377,54516,305110,793325,426,3491,10921265,1083893,733527,3508119,8930,366248,190580,00:00
2015-12-15,15865501,14761219,52616,273169,754364,426,3088,10421825,1055149,671728,3170147,8604,352464,185584,00:00
2015-12-16,15486149,14376755,53505,267831,766009,410,3024,10245633,1035272,658154,3020110,10061,340500,176419,00:00
2015-12-17,14708762,13657602,47469,251448,728782,429,2997,9752254,981027,605244,2868122,9326,329234,163555,00:00
2015-12-18,14569511,13501674,47449,253069,742866,423,4623,9706645,1010544,607971,2748029,10394,319203,166725,00:00
2015-12-19,15349706,14246755,48150,264574,757910,441,15634,10106836,1076337,640747,2997353,10306,346115,172012,00:00
2015-12-20,17713601,16475083,52894,325756,815923,496,24602,11405329,1238093,765162,3680912,11654,403447,209004,00:00
2015-12-21,14861019,13787949,46530,276606,709401,398,15498,9794227,981868,620007,2948870,8871,337705,169471,00:00
2015-12-22,15428287,14304630,49697,275640,758753,435,18271,10202260,1002668,659863,3032191,9035,349480,172790,00:00
2015-12-23,15934568,14772119,49251,290723,780401,448,21737,10501717,1047857,674332,3175215,8078,350316,177053,00:00
2015-12-24,19215512,17371745,57741,387638,1121395,573,249769,12727927,1274612,801207,3788115,12271,403621,207759,00:00
2015-12-25,23894859,21673820,60650,818341,1211708,652,104658,15170592,1577151,1076223,5271646,13894,503803,281550,00:00
2015-12-26,16415173,15197164,49020,328134,811584,468,6988,10835405,1150032,692725,3168306,8614,363433,196658,00:00
2015-12-27,19505905,18140239,59437,347251,929795,554,4772,12627777,1348797,842465,3998561,13282,430901,244122,00:00
2015-12-28,16164218,15017232,53826,291663,777124,425,3436,10697082,1076547,680514,3157222,10111,353848,188894,00:00
2015-12-29,16217560,15064552,52591,277273,798780,1671,4016,10768788,1067521,696114,3143400,9147,347316,185274,00:00
2015-12-30,15842403,14720063,49443,269616,778067,707,3463,10410397,1052844,678814,3155447,10292,352500,182109,00:00
2015-12-31,16643154,15480008,51214,277609,808051,622,3405,11054130,1113993,690030,3210646,9644,372286,192425,00:00
2016-01-01,27154391,23921496,77323,921026,1767817,958,399991,16870968,1976309,1276064,6022372,17793,632440,358445,00:00
2016-01-02,17684986,16443862,51840,348405,810472,548,10847,11307748,1213909,805186,3723890,10892,409974,213387,00:00
2016-01-03,19886667,18525320,55080,357763,919655,538,5573,12632864,1408742,915708,4210834,14384,452613,251522,00:00
2016-01-04,15268750,14228961,47746,272482,695305,473,4755,9994806,1026635,680243,3027173,8813,353058,178022,00:00
2016-01-05,16099391,14989281,48580,275795,756072,501,3618,10595893,1060040,694887,3205486,8258,366951,167876,00:00
2016-01-06,16245309,15122827,51125,276132,771110,433,3708,10697100,1070704,700594,3210263,9902,378160,178586,00:00
2016-01-07,16728679,15573018,53145,279949,798256,506,3624,10938018,1133544,714942,3367324,10421,380993,183437,00:00
2016-01-08,17102924,15936138,52274,289743,801535,511,3650,11257592,1151267,702310,3415762,9825,378208,187960,00:00
2016-01-09,17936149,16709825,54063,298777,844426,508,3829,11775288,1201655,770783,3576986,11820,400788,198829,00:00
2016-01-10,21116509,19697744,60611,361372,965752,597,4553,13545576,1425767,914513,4494112,12095,465003,259443,00:00
2016-01-11,17594551,16394206,50999,312807,808468,484,3653,11460738,1144457,752646,3647457,9007,395311,184935,00:00
2016-01-12,16308685,15186568,52162,275670,769149,401,3899,10763160,1103766,669474,3212569,8633,370490,180593,00:00
2016-01-13,15944723,14840023,48075,269080,760944,482,4164,10504226,1053997,663895,3176839,8646,370580,166540,00:00
2016-01-14,16445450,15306060,50470,274974,786885,455,4218,10897626,1086039,691745,3236219,8232,352413,173176,00:00
2016-01-15,17057542,15890412,54069,279077,810424,470,3801,11250397,1149126,709041,3377425,10039,369533,191981,00:00
2016-01-16,17968399,16738334,53543,301730,845821,525,3873,11791756,1230682,700621,3632367,12750,395983,204240,00:00
2016-01-17,20722375,19319614,58548,359781,948073,590,4526,13250655,1429178,911386,4397848,14769,464951,253588,00:00
2016-01-18,16920107,15731038,49444,310680,801422,487,3887,11031100,1133909,728666,3453463,10570,366416,195983,00:00
2016-01-19,16019800,14909439,48523,273638,765261,459,3521,10592101,1078857,672877,3137117,9910,350841,178097,00:00
2016-01-20,16039964,14951699,46223,273166,746543,376,3888,10593563,1081356,663217,3159123,10703,353146,178856,00:00
2016-01-21,17282521,16108126,51102,290882,803249,455,4011,11307029,1187047,730362,3480610,8477,373070,195926,00:00
2016-01-22,16645553,15507752,51761,281306,780023,496,3670,10937702,1153415,705898,3294896,9241,362398,182003,00:00
2016-01-23,17812008,16599947,54008,295765,838168,546,4334,11712675,1236093,752775,3526589,10055,376190,197631,00:00
2016-01-24,19190254,17900754,59021,321844,881373,535,3974,12507677,1386839,790793,3860444,11535,397201,235765,00:00
2016-01-25,15301207,14247672,48149,266365,716898,434,3051,10188552,1057482,633253,2916698,10046,319220,175956,00:00
2016-01-26,14337375,13340364,46439,246569,683498,377,2740,9534425,1012475,587068,2715786,9115,320865,157641,00:00
2016-01-27,15401378,14338974,52446,251725,736408,415,3266,10108304,1063574,629476,3085403,8989,333175,172457,00:00
2016-01-28,16310973,15178254,56372,269777,782345,424,3454,10669059,1137618,694384,3271708,8647,346342,183215,00:00
2016-01-29,17866116,16664573,55404,292752,830726,504,3274,11592509,1200998,775846,3710217,10403,379318,196825,00:00
2016-01-30,18096953,16891055,56235,301048,823825,517,3450,11777138,1276085,785577,3672507,11355,382840,191451,00:00
2016-01-31,19463296,18079611,58352,336561,962611,550,3830,12522205,1420659,850060,4015424,12587,404114,238247,00:00
2016-02-01,17596054,16380017,55230,304136,834069,478,3694,11356692,1274939,760991,3634427,9583,353126,206296,00:00
2016-02-02,16711680,15538950,55490,280876,815042,495,3420,10683000,1242724,726030,3485551,9967,349328,215080,00:00
2016-02-03,16619769,15485989,52116,279824,780109,521,3199,10547781,1267884,734343,3514154,11125,336227,208255,00:00
2016-02-04,17020124,15857887,53835,283147,801521,499,3418,10692610,1342280,768095,3654239,10973,334352,217575,00:00
2016-02-05,17861548,16680779,56972,299388,802557,640,3283,10943393,1431873,835315,4030327,11103,365841,243696,00:00
2016-02-06,18440001,17243727,53984,319695,800467,614,3589,10943023,1532329,898616,4406714,11913,382645,264761,00:00
2016-02-07,17749707,16586695,52102,309394,777927,437,6236,10208560,1499334,896123,4481129,11543,396791,256227,00:00
2016-02-08,33370700,25922066,92444,1700572,5057398,414,517235,15560356,2876568,2065418,11685342,25956,669084,487976,00:00
2016-02-09,15671628,14540285,37466,308136,758012,338,12945,8595204,1346790,805260,4324874,9614,383647,206239,00:00
2016-02-10,19971433,18677701,42172,362874,865513,486,5812,10666742,1650431,1067868,5836430,11854,470718,267390,00:00
2016-02-11,19698342,18483781,44716,349886,797118,464,4242,10678000,1652404,1041368,5606643,12345,448600,258982,00:00
2016-02-12,19252587,18033307,43566,359555,795161,574,4141,10569448,1575362,1021897,5384670,14380,430419,256411,00:00
2016-02-13,19555726,18335652,42924,368790,781966,540,3790,10889942,1563887,1016710,5376356,12681,428649,267501,00:00
2016-02-14,21794524,19976310,50899,461927,1272712,555,4957,12591810,1680025,1086213,5672291,12500,464411,287274,00:00
2016-02-15,18720545,17406003,44387,396734,851363,523,3669,11091530,1420118,896148,4704719,10720,367263,230047,00:00
2016-02-16,14276518,13320443,36267,258264,638200,409,3142,8840822,1106908,659024,3202223,9235,290573,167733,00:00
2016-02-17,15156109,14161302,41551,267841,664983,481,3101,9413628,1098663,704547,3445571,9701,305719,178280,00:00
2016-02-18,15196021,14204792,43291,262238,664724,487,631,9489253,1120293,702547,3383048,9084,319724,172072,00:00
2016-02-19,15763985,14741053,44209,272787,683798,491,3026,9881552,1111962,722914,3533479,9069,325953,179056,00:00
2016-02-20,16618905,15558929,43073,286961,705948,570,3589,10481217,1192194,756135,3660397,9233,331415,188314,00:00
2016-02-21,19688204,18421549,49152,350375,838412,619,4201,12234242,1390576,909131,4510333,11528,397794,234600,00:00
2016-02-22,15988448,14955273,41223,302102,666987,479,3709,10120230,1113839,724401,3513354,10382,322636,183606,00:00
2016-02-23,15662330,14644737,41728,275512,671889,436,3416,9944409,1077803,693274,3441540,7769,332118,165417,00:00
2016-02-24,14666865,13709966,42206,258269,634085,464,3258,9433289,1037086,640303,3085589,8350,306810,155438,00:00
2016-02-25,15778269,14751669,45054,267627,687637,463,3852,10170017,1119771,704312,3283665,7781,318354,174369,00:00
2016-02-26,15584108,14560464,43099,268435,688049,413,3705,10042394,1096581,680192,3250711,9485,326842,177903,00:00
2016-02-27,16950337,15839601,48602,291106,746846,571,4132,10902012,1194061,749422,3540007,9590,358791,196454,00:00
2016-02-28,20061775,18767248,56437,359087,852321,691,4650,12804941,1422856,892616,4277945,10553,409037,243827,00:00
2016-02-29,16597359,15511644,45668,312055,704824,503,3278,10816989,1117969,729164,3385128,8400,347572,192137,00:00
2016-03-01,16179892,15123424,42065,283494,708442,488,3436,10490631,1131908,701491,3328562,8680,346849,171771,00:00
2016-03-02,15429415,14401317,42636,266873,694034,495,3556,10071172,1065120,678845,3107184,9262,328906,168926,00:00
2016-03-03,15530296,14503505,42249,276021,684370,503,4564,10155422,1067697,696250,3108401,7550,331683,163293,00:00
2016-03-04,16045685,15012673,44544,280827,684274,546,4577,10406660,1095496,705315,3307391,8931,347751,174141,00:00
2016-03-05,17145542,16051946,46946,298260,723798,577,4280,11153515,1173337,742837,3501563,9687,378315,186288,00:00
2016-03-06,20184531,18903775,54270,366949,827945,768,5317,12908721,1399383,905065,4289550,10140,435211,236461,00:00
2016-03-07,16593331,15503292,43812,323488,697824,483,4382,10880185,1045900,725567,3389885,8291,361692,181811,00:00
2016-03-08,20444627,17878934,48008,528257,1953715,597,6042,13366246,1303310,890452,4220114,10498,446034,207973,00:00
2016-03-09,19445762,18092365,48706,405327,870674,515,4955,12687976,1222742,849640,4049800,10967,427206,197431,00:00
2016-03-10,16185437,15118104,44998,287642,710866,464,3981,10682826,1064327,732319,3168036,9148,360965,167816,00:00
2016-03-11,16201275,15134258,46620,285011,707706,546,4889,10678064,1066288,708343,3210298,9258,356292,172732,00:00
2016-03-12,16254308,15202696,46474,281185,699567,537,3834,10475387,1148858,750944,3313516,10240,377672,177691,00:00
2016-03-13,19434024,18175038,52752,352681,822539,700,4849,12559351,1355103,840932,4009771,9891,423819,235157,00:00
2016-03-14,16332794,15266576,46713,307823,687801,508,3670,10735735,1090597,711608,3256722,9224,353056,175852,00:00
2016-03-15,15164492,14155375,43208,271128,667394,460,3632,10046155,1006981,662248,2936670,5757,346493,160188,00:00
2016-03-16,15535734,14508842,44616,274605,685554,504,3943,10314363,1043898,680742,2966429,5970,353100,171232,00:00
2016-03-17,15984036,14941050,45009,276700,698916,538,3497,10386258,1140897,714227,3194435,8281,370684,169254,00:00
2016-03-18,16325367,15258041,45891,284995,712269,505,3567,10504590,1138184,758838,3352884,9450,379939,181482,00:00
2016-03-19,17230885,16140702,45197,304014,713458,643,3215,11085221,1199911,800318,3538734,10766,414067,181868,00:00
2016-03-20,20316768,19027073,54135,369461,836072,700,4191,12847768,1455231,962898,4320564,12160,485156,232991,00:00
2016-03-21,16945990,15852336,45066,315590,708824,524,3043,10979702,1148310,767164,3474265,10608,386763,179178,00:00
2016-03-22,16649754,15558330,48850,296717,720154,545,3755,10441200,1233175,835663,3536202,9543,406010,187961,00:00
2016-03-23,16511098,15435561,48197,293706,710014,610,3590,10839607,1097270,739270,3263845,9878,386742,174486,00:00
2016-03-24,16337484,15283314,47806,285984,696521,549,3565,10817109,1083747,731365,3154805,7581,371710,171167,00:00
2016-03-25,15992631,14950745,47329,276474,695790,536,3446,10653955,1077047,686437,3027685,9293,355823,182391,00:00
2016-03-26,16683815,15616109,46826,289961,705005,588,3371,10983084,1142078,753586,3233868,8481,378328,184390,00:00
2016-03-27,18895609,17662410,52332,350244,803219,752,5063,12266633,1340462,863703,3776396,9995,406298,232122,00:00
2016-03-28,15118392,14127782,42691,283589,643255,506,3032,10128312,1029474,648209,2803965,7507,330756,170169,00:00
2016-03-29,15009102,14034947,44781,269800,637222,517,3760,10045865,1020459,644495,2804405,7542,320577,165759,00:00
2016-03-30,7640452,7147890,22127,131200,328467,279,1520,5123862,501377,328714,1427856,4091,174768,79784,00:00
2016-03-31,15596614,14595812,46142,268006,664553,555,3008,10485745,996980,687495,2904290,7503,354882,159719,00:00
2016-04-01,17324358,16196503,48584,292663,762706,545,3404,11549238,1131212,748715,3323643,9951,376590,185009,00:00
2016-04-02,17659918,16524809,52333,303132,753817,612,3967,11685603,1181625,795778,3411972,9101,383975,191864,00:00
2016-04-03,19917123,18658384,57316,349739,820439,732,4047,12950063,1359197,905212,4021828,11612,438956,230255,00:00
2016-04-04,16489477,15435129,48987,308208,675367,550,3626,10960084,1047805,739642,3156439,8330,405443,171734,00:00
2016-04-05,16298139,15225601,49166,292131,707386,584,3678,10821930,1065117,729991,3112227,8715,380466,179693,00:00
2016-04-06,15809258,14791386,48391,279131,668262,513,3244,10578379,1020599,708044,2973859,8423,359010,160944,00:00
2016-04-07,16642785,15548016,49696,294059,724998,542,3605,11099267,1076094,734953,3193812,8107,361559,168993,00:00
2016-04-08,16701468,15614887,49063,295377,717723,640,3494,11138278,1103614,728685,3177677,9050,360531,183633,00:00
2016-04-09,17584841,16468882,48553,302416,739962,609,3902,11729171,1188707,784450,3305899,9604,377110,189900,00:00
2016-04-10,20200134,18907644,54976,368376,842295,769,3893,13145334,1431275,927601,3998798,12070,440943,244113,00:00
2016-04-11,17513048,16364509,50837,327822,747553,528,3659,11762815,1121121,764853,3296722,8338,370460,188739,00:00
2016-04-12,16632687,15542429,50519,298142,717058,551,3380,11159060,1091758,720697,3113564,8993,364138,174477,00:00
2016-04-13,16610646,15526537,50343,298003,712257,568,3929,11198285,1080536,709532,3077292,7686,360310,177005,00:00
2016-04-14,17452147,16327693,52343,298118,751527,594,3660,11724889,1125861,758127,3276337,9236,364351,193346,00:00
2016-04-15,17677245,16513450,52910,312189,776059,615,3794,11822725,1164863,774639,3337004,10778,374777,192459,00:00
2016-04-16,20423622,19146927,58157,354337,838550,834,4410,13326520,1428624,931244,4057057,12314,421611,246252,00:00
2016-04-17,20549401,19203500,61121,414708,844040,774,4377,13345542,1434444,921289,4141509,11889,448527,246201,00:00
2016-04-18,18107686,16903031,54346,346387,780246,665,3927,11968965,1238475,824189,3463955,9970,386829,215303,00:00
2016-04-19,15849315,14791602,47395,300585,688399,596,3406,10711936,1089739,685868,2837796,8945,335132,179899,00:00
2016-04-20,16222381,15128533,50016,293568,728542,545,3513,11013524,1083422,698340,2898512,9016,346993,172574,00:00
2016-04-21,17064885,15921221,54314,303195,762249,628,3856,11477067,1128341,733790,3164075,8422,368165,185025,00:00
2016-04-22,16825471,15703850,54401,296388,748430,630,3491,11229517,1129912,742238,3151821,8302,368394,195287,00:00
2016-04-23,18504806,17278918,57898,318018,823951,689,4325,12468585,1210065,808844,3405885,10071,398691,202665,00:00
2016-04-24,21345784,19954577,65485,387553,910345,809,4451,14244210,1437999,941812,4010071,11219,452428,248045,00:00
2016-04-25,17912429,16707405,54360,339205,787658,571,3597,12025283,1152745,797640,3356472,8114,372768,199407,00:00
2016-04-26,16624896,15513148,50603,303967,734640,574,4163,11183015,1081778,726505,3093867,9338,339472,190921,00:00
2016-04-27,17671545,16503018,52725,310056,781480,589,3843,11957146,1156985,762499,3207907,9516,376064,201428,00:00
2016-04-28,16906787,15788721,51667,289870,753366,656,4654,11456643,1113716,747533,3031951,7909,361177,187858,00:00
2016-04-29,18176867,16980705,57061,307289,808426,685,3745,12299878,1208618,797203,3273402,10317,383122,204327,00:00
2016-04-30,19281596,18050166,57192,328812,820775,888,3997,12644755,1412769,892681,3681898,11878,405153,232462,00:00
2016-05-01,19479072,18163236,60442,424239,805746,835,4172,12404773,1338230,965353,4044089,10560,472739,243328,00:00
2016-05-02,19631451,18310384,55921,417225,822261,725,4224,12519929,1381715,997127,4023579,9059,457771,242271,00:00
2016-05-03,18279698,17059091,53109,363564,779435,659,3974,12051718,1259307,857402,3487215,10128,399746,214182,00:00
