date,msg_total,msg_text,msg_voice,msg_photo,msg_sticker,msg_location,msg_video,msg_wi,msg_mobi,msg_vina,msg_vtel,msg_gt,msg_fg,msg_ot,hour
2016-02-29,6552533,5929818,18702,291142,299283,448,3413,3173610,514842,403569,2103427,5923,231094,120068,06:00
2016-03-01,7137430,6490387,19239,278712,332374,489,3768,3472447,562858,445686,2271053,6093,248629,130664,06:00
2016-03-02,7145820,6501585,20843,272558,334999,536,3035,3461468,560465,433951,2289497,6661,262997,130781,06:00
2016-03-03,7217758,6566916,20337,279113,333369,487,4371,3504437,559582,457123,2292624,6490,267488,130014,06:00
2016-03-04,7361335,6695443,20989,285892,340935,520,4825,3574317,565368,466486,2339258,6498,273772,135636,06:00
2016-03-05,7404334,6748164,21220,292595,323541,571,4299,3597195,572328,472239,2357211,6492,265045,133824,06:00
2016-03-06,6897298,6285274,21448,294256,277374,635,5429,3300548,512713,439631,2274408,5614,238595,125789,06:00
2016-03-07,6983005,6301466,19905,335599,306805,519,5122,3422279,534348,433337,2190718,5806,266279,130238,06:00
2016-03-08,11696534,8675949,21502,895943,2029908,432,7407,6141616,858791,707971,3411992,9584,375757,190823,06:00
2016-03-09,7519779,6806553,21033,307019,367064,391,3450,3725050,576619,464501,2324068,6483,280147,142911,06:00
2016-03-10,7425587,6761702,19767,282175,341009,467,3833,3641744,568300,463495,2336294,6650,272733,136371,06:00
2016-03-11,7315662,6661544,18293,281296,335424,505,4038,3607413,564804,458278,2281847,6068,263650,133602,06:00
2016-03-12,7407870,6738174,20905,287451,343408,504,3445,3529690,597509,487149,2383630,7622,259329,142941,06:00
2016-03-13,6936786,6337157,19396,288032,275143,599,3449,3333742,535909,446677,2247835,6504,232048,134071,06:00
2016-03-14,7160047,6481468,21864,324402,313772,448,3688,3501009,553660,443868,2256223,6289,264393,134605,06:00
2016-03-15,7592612,6899771,21778,299459,351870,486,3869,3759676,590755,475915,2340346,6657,277732,141531,06:00
2016-03-16,7608629,6918676,22079,294168,356666,497,3619,3774674,588417,478718,2344425,6406,276865,139124,06:00
2016-03-17,7611035,6920954,20781,296859,355057,536,3169,3801708,587138,475818,2328933,6248,272477,138713,06:00
2016-03-18,7658924,6963376,22072,300184,354732,496,3984,3787781,600525,483883,2365735,7246,273936,139818,06:00
2016-03-19,7776008,7079612,23584,311305,343331,582,4306,3855792,604098,492896,2406675,6799,265384,144364,06:00
2016-03-20,7180623,6533473,21014,307812,300515,629,3973,3489251,541263,475506,2290074,6227,244143,134159,06:00
2016-03-21,7239893,6564485,20334,321826,314807,457,3334,3569221,550602,464031,2249300,6259,267327,133153,06:00
2016-03-22,7816157,7112929,22594,302404,361348,488,3149,3751823,636175,517940,2466789,6561,285707,151162,06:00
2016-03-23,7846091,7125985,22939,307704,370304,454,3428,3895495,619051,491767,2406539,6775,277867,148597,06:00
2016-03-24,7712947,7027369,21026,296038,350605,459,3057,3833376,603176,492149,2368302,6876,261851,147217,06:00
2016-03-25,7689611,7002760,22627,296578,350819,491,3340,3849804,598737,482685,2340272,6668,270261,141184,06:00
2016-03-26,7884162,7185291,23384,315326,341415,616,4066,3942316,621804,499922,2398471,5944,268357,147348,06:00
2016-03-27,7117228,6488442,22187,310757,279871,610,3182,3434569,568021,464522,2271483,6038,235100,137495,06:00
2016-03-28,7358664,6667379,21674,335790,317413,491,3409,3672655,573452,463575,2240545,5934,263601,138902,06:00
2016-03-29,8064038,7348932,23892,306984,366429,500,3435,4025818,623645,507741,2467733,7522,277671,153908,06:00
2016-03-30,3993080,3636666,12168,152339,182849,282,1756,1996343,310262,256700,1211052,3696,140050,74977,06:00
2016-03-31,7987602,7286425,24743,305673,350848,526,3552,4050095,609472,514058,2377710,6999,278535,150733,06:00
2016-04-01,8449857,7695879,25104,320522,389393,586,3678,4286149,573419,540091,2598972,7320,282104,161802,06:00
2016-04-02,8081894,7367153,25594,318296,352663,634,3383,4062981,615787,522221,2457068,5769,268539,149529,06:00
2016-04-03,7362442,6721291,24614,309741,289100,550,4075,3607167,556931,484271,2316965,5623,250515,140970,06:00
2016-04-04,7476986,6783041,24743,335773,317223,518,3883,3746172,581689,480725,2257371,6427,262938,141664,06:00
2016-04-05,8166555,7429537,24618,320353,373072,564,4100,4107603,633180,529949,2452797,6432,282181,154413,06:00
2016-04-06,8100521,7362154,25423,316537,376371,511,4848,4063076,624535,520046,2436424,6519,295480,154441,06:00
2016-04-07,8160749,7408787,24734,330117,379441,524,4076,4129101,615407,518145,2441635,6800,295858,153803,06:00
2016-04-08,8288166,7547279,26087,325709,369611,615,3542,4193168,632077,528597,2481427,6956,289895,156046,06:00
2016-04-09,8422317,7689295,25866,331899,355792,557,3945,4179286,635861,542270,2618126,6954,286732,153088,06:00
2016-04-10,7687652,7024787,24253,321757,298522,650,4067,3835619,574456,497119,2369580,6117,258850,145911,06:00
2016-04-11,7727957,7011580,23073,348919,327658,477,3539,3881402,589827,486653,2335381,6966,281010,146718,06:00
2016-04-12,8341577,7580971,26646,330168,385486,487,3982,4200474,633023,530704,2519243,6631,298068,153434,06:00
2016-04-13,8360846,7617595,25578,327422,372172,502,3585,4236576,630809,535704,2506859,6081,284995,159822,06:00
2016-04-14,8377994,7615929,27369,324929,390251,596,4060,4242152,645941,530708,2507326,6968,290030,154869,06:00
2016-04-15,8488156,7730521,27561,335858,374433,585,4236,4297945,642905,545233,2548457,7096,288540,157980,06:00
2016-04-16,8386035,7680063,28121,328832,331574,849,3184,4231256,638273,541293,2536341,6451,271828,160593,06:00
2016-04-17,7341040,6652314,24102,359828,288145,664,3366,3581700,562201,489690,2306688,6274,252967,141520,06:00
2016-04-18,7820021,7103323,25525,355018,317919,573,4145,3858892,626389,512182,2385014,5688,278261,153595,06:00
2016-04-19,8571337,7801192,26450,338858,386188,576,3498,4315031,651005,550921,2595245,6270,292166,160699,06:00
2016-04-20,8563162,7812340,24298,317796,390005,573,3368,4272613,667783,551597,2615151,6624,289405,159989,06:00
2016-04-21,8421173,7666026,26128,323090,384750,552,4750,4206588,656048,547032,2547265,7198,295927,161115,06:00
2016-04-22,8572098,7799440,26585,322285,405080,562,3396,4275622,659099,564043,2612044,7601,293512,160177,06:00
2016-04-23,8444956,7693119,28352,333186,370024,620,4070,4295262,663742,540980,2508607,7083,273417,155865,06:00
2016-04-24,7950193,7266843,27011,318326,320461,646,3330,3873518,612989,542147,2496090,6155,267418,151876,06:00
2016-04-25,7985329,7228446,26718,352174,358996,587,3381,4055591,619614,511967,2359139,6343,279236,153439,06:00
2016-04-26,8652177,7862144,27691,342315,400344,573,3062,4426004,663937,554415,2539760,7814,296964,163283,06:00
2016-04-27,8331685,7565297,27496,328623,392112,606,3511,4257952,651190,546012,2422489,7053,287190,159799,06:00
2016-04-28,8544277,7780093,29251,328350,387964,608,3662,4361678,645846,564890,2510131,8505,286422,166805,06:00
2016-04-29,8695729,7921476,29804,328146,397875,636,3463,4450109,672973,569456,2537783,7014,291495,166899,06:00
2016-04-30,8557844,7858612,30091,314434,337032,917,3553,4361545,574684,561001,2621560,6700,274935,157419,06:00
2016-05-01,7880393,7147653,28136,392797,295844,809,2811,3822098,619997,541958,2490548,5787,255214,144791,06:00
2016-05-02,8369965,7572747,25892,423854,326812,657,3209,4002733,645139,589648,2683997,6974,283035,158439,06:00
2016-05-03,8574382,7797254,27547,374942,355537,565,3320,4247281,662187,566285,2634076,6801,298113,159639,06:00
2016-05-04,8869123,8072509,27894,348807,401187,577,3335,4495172,675254,564753,2659215,7424,302701,164604,06:00
2016-05-05,9097582,8281075,29144,340775,428560,636,3583,4667641,679637,580519,2690996,7020,305331,166438,06:00
2016-05-06,8999334,8197586,30520,340776,411206,575,3622,4588416,685319,569794,2679723,7115,302706,166261,06:00
2016-05-07,8370592,7602357,28619,341068,378037,653,4215,4260733,644363,540159,2484832,6578,270965,162962,06:00
2016-05-08,8132404,7421210,29148,338727,323315,700,3648,4126643,605243,527954,2452682,6244,263883,149755,06:00
2016-05-09,8454736,7667881,28115,366702,370179,613,4249,4328369,636594,536528,2489587,7039,294503,162116,06:00
2016-05-10,8993356,8176705,29930,347934,417802,607,3830,4584355,680964,574492,2670256,7069,307767,168453,06:00
2016-05-11,9037725,8216484,30835,343126,426296,541,3875,4622181,675428,575173,2688368,7131,312425,157019,06:00
2016-05-12,8840693,8042927,31666,341272,404391,640,4050,4485349,669597,561699,2652870,6306,309212,155660,06:00
2016-05-13,8982017,8162459,31865,353993,412849,685,3613,4568765,668920,580270,2679344,6396,314563,163759,06:00
2016-05-14,8940172,8129235,34530,350043,406318,664,3280,4581113,667464,575549,2652963,6947,296644,159492,06:00
2016-05-15,8614771,7847088,31961,357923,356118,728,3344,4308420,709698,552903,2590873,7429,281363,164085,06:00
2016-05-16,9197410,8353154,32269,383178,402478,641,3703,4721025,715066,571643,2688998,7165,313989,179524,06:00
2016-05-17,3906,3350,14,118,122,,,1812,345,489,929,6,230,95,06:00
2016-05-18,9378023,8522580,33243,359962,442418,663,3672,4797748,717989,584121,2780988,8266,314129,174782,06:00
2016-05-19,9219895,8378021,32359,355536,432736,571,3673,4710646,688564,587110,2749464,7106,310540,166465,06:00
2016-05-20,9469447,8599933,31385,372476,446366,620,3687,4884190,708967,591790,2789237,7434,313273,174556,06:00
2016-05-21,9216991,8374509,31924,366361,422947,677,3704,4776655,699743,581653,2683994,6801,295501,172644,06:00
2016-05-22,9349510,8524120,33083,375909,395066,649,3952,4723511,719314,591847,2848531,7277,283837,175193,06:00
2016-05-23,9041037,8193480,32164,381683,414292,657,3942,4682808,689495,571208,2605408,7376,308539,176203,06:00
2016-05-24,9503910,8640879,33589,361849,446796,618,3128,4843579,728278,600837,2827855,7514,320418,175429,06:00
2016-05-25,9562042,8710489,34119,357154,440206,666,3493,4852707,752340,605223,2849672,7908,308786,185406,06:00
2016-05-26,8757418,7936305,32040,353263,416028,690,3732,4402014,691472,570384,2632967,6961,285677,167943,06:00
2016-05-27,9233621,8379837,32889,367837,430478,699,4203,4746968,709897,581418,2704351,7119,313768,170100,06:00
2016-05-28,9374797,8504230,35012,381755,431127,783,4601,4808163,728998,601462,2757030,7109,294993,177042,06:00
2016-05-29,8416396,7625913,31983,372169,362489,847,3405,4254984,664792,550736,2507096,7250,271054,160484,06:00
2016-05-30,9202499,8320321,34132,410324,416083,744,3750,4721789,706812,590836,2691898,6907,311152,173105,06:00
2016-05-31,9760657,8848254,36220,396543,457751,902,4850,5111327,761472,610552,2770770,8210,317821,180505,06:00
2016-06-01,9893595,8963760,37751,398345,468506,756,5089,5176854,754819,627023,2836201,7836,309421,181441,06:00
2016-06-02,9539353,8632036,35573,394005,456472,883,3888,4975681,741343,608076,2723072,7612,311653,171916,06:00
2016-06-03,9441798,8555100,33815,378138,451484,1022,3759,4911046,728245,599327,2711436,8841,311680,171223,06:00
2016-06-04,8984511,8151305,33505,372860,406393,1151,3654,4645182,717980,573708,2572603,7374,296579,171085,06:00
2016-06-05,8212318,7438337,33067,373213,347142,1363,3220,4206084,659997,532532,2380478,6169,273010,154048,06:00
2016-06-06,8938760,8078080,34099,394291,411610,937,3798,4645040,696175,560391,2558542,6873,303592,168147,06:00
2016-06-07,9427702,8546370,35254,375266,443638,1016,4866,4891375,743616,596509,2696807,7396,321855,170144,06:00
2016-06-08,9269489,8410300,29193,362105,444774,1134,3527,4765507,718365,599227,2688109,7407,323858,167016,06:00
2016-06-09,9600151,8700932,35140,372799,468475,852,4807,4923977,742980,615370,2806970,6693,328130,176031,06:00
2016-06-10,9244783,8398039,31087,361291,433199,887,3629,4724217,721598,602857,2703780,6592,318680,167059,06:00
2016-06-11,8958765,8129959,29417,361735,416906,806,3903,4582469,708978,575453,2622015,6893,300716,162241,06:00
2016-06-12,7985337,7239338,28383,346163,349230,839,3481,4026738,638917,528984,2364790,5820,274759,145329,06:00
2016-06-13,8596347,7752402,29729,381270,410901,798,4015,4412618,668741,542919,2501869,6185,308840,155175,06:00
2016-06-14,8988130,8134097,30965,360069,440419,695,3583,4611130,694656,571805,2610779,9177,327948,162635,06:00
2016-06-15,8995360,8148868,31381,367273,426323,719,3460,4676545,692653,567246,2574042,7176,317241,160457,06:00
2016-06-16,8888469,8061352,30685,343966,427900,633,3871,4471871,712189,579627,2635075,7458,316495,165754,06:00
2016-06-17,8706941,7865436,33734,355573,428864,684,5880,4441077,689416,551176,2542944,9190,314850,158288,06:00
2016-06-18,8533561,7710828,32325,360144,410520,730,3618,4341042,692087,550261,2486419,6631,297429,159692,06:00
2016-06-19,7605490,6867552,30885,348568,339149,696,3899,3857232,601339,485797,2250134,5393,270701,134894,06:00
2016-06-20,8370069,7535643,31007,377923,401975,667,3529,4290350,667851,522320,2421766,6335,309221,152226,06:00
2016-06-21,9052343,8184095,35707,366609,439995,633,3815,4674049,702917,569045,2607928,5878,322055,170471,06:00
2016-06-22,8676946,7837573,31948,358822,427821,690,3667,4452643,668535,553205,2529684,6290,315213,151376,06:00
2016-06-23,8645699,7821567,33996,344183,425515,704,3825,4440094,671105,544059,2513964,6798,316980,152699,06:00
2016-06-24,9005101,8136875,34711,365672,445690,730,4151,4652908,703003,572316,2579248,6577,328314,162735,06:00
2016-06-25,8884318,8045139,33691,363111,421825,769,4494,4599532,689142,564216,2564951,7568,302960,155949,06:00
2016-06-26,7523168,6786255,31710,342080,339782,701,3704,3818189,595906,493864,2207797,5853,266799,134760,06:00
2016-06-27,8433420,7608576,31333,371481,399630,681,3536,4291733,651221,539129,2488197,5740,306577,150823,06:00
2016-06-28,8642342,7807961,31625,352307,430840,631,3496,4431545,677919,537352,2523645,5811,314558,151512,06:00
2016-06-29,8667185,7835311,33396,352949,424460,700,4179,4457443,668372,546212,2524110,5653,316288,149107,06:00
2016-06-30,8880237,8033247,35629,354797,433646,708,4176,4588698,691000,562080,2558049,6407,318160,155843,06:00
2016-07-01,8316445,7502451,33271,347342,412201,667,4446,4314732,657633,534120,2357014,5650,306766,140530,06:00
2016-07-02,8104443,7315420,31497,349456,385283,717,4218,4239111,639079,509446,2283718,6340,290825,135924,06:00
2016-07-03,7440065,6722274,29951,332884,332794,685,3693,3880504,579059,471834,2101801,5590,271404,129873,06:00
2016-07-04,8113955,7303383,30014,366280,388565,734,4309,4192309,635437,508665,2317191,5530,308698,146125,06:00
2016-07-05,8374735,7560761,31204,343211,409159,623,5316,4291267,645810,532468,2433797,6207,321155,144031,06:00
2016-07-06,8828272,8007045,31110,346881,419529,636,4471,4532951,680524,560033,2575719,7129,317944,153972,06:00
2016-07-07,8644114,7826828,30749,343397,421266,624,3715,4468622,686589,529494,2499342,6679,306803,146585,06:00
2016-07-08,8311587,7503813,31693,349516,405785,645,4167,4310330,646237,515250,2381849,5877,309509,142535,06:00
2016-07-09,8392847,7566079,32131,367821,400691,769,4321,4328458,665323,534397,2413697,6046,300494,144432,06:00
2016-07-10,7423710,6700606,28600,349741,322458,838,3479,3759096,578743,470513,2216573,4636,272093,122056,06:00
2016-07-11,7792290,6996810,30451,365861,380153,592,3581,4012590,621728,473375,2245651,5185,295079,138682,06:00
2016-07-12,8552480,7738105,29781,356980,404511,642,3914,4376172,649033,538268,2518542,6251,320062,144152,06:00
2016-07-13,8422770,7588896,31670,363271,415006,701,3853,4303515,662221,516272,2476101,6297,311973,146391,06:00
2016-07-14,8448900,7616732,32307,363780,412541,650,4330,4363099,664859,514750,2444579,5247,309025,147341,06:00
2016-07-15,8562622,7714986,30665,369831,419715,691,4509,4449341,669516,536029,2448955,5391,307475,145915,06:00
2016-07-16,8516508,7671805,32893,382896,406654,779,4689,4399654,677033,528841,2457292,6000,300524,147164,06:00
2016-07-17,7751584,6964889,32541,373294,357418,890,3515,3978619,627802,481979,2247642,4674,273312,137556,06:00
2016-07-18,8264875,7398434,34692,395242,410918,752,4236,4251143,670249,504369,2384869,5202,306623,142420,06:00
2016-07-19,8688081,7832009,31223,375760,423423,752,4361,4476223,698424,533607,2502433,6828,315305,155261,06:00
2016-07-20,8779912,7918699,32227,372041,429370,697,4077,4524624,707495,545168,2535933,6135,312461,148096,06:00
2016-07-21,8763861,7901114,33713,370284,433395,788,4328,4536079,702671,534458,2516277,6376,315660,152340,06:00
2016-07-22,8545956,7675855,33386,371793,430692,742,4648,4388692,692170,532852,2456187,6869,322435,146751,06:00
2016-07-23,8606023,7743153,33516,383083,419087,787,4311,4469664,691091,532695,2461166,5527,303436,142444,06:00
2016-07-24,8046344,7228092,32161,386760,372844,771,4745,4137388,641033,516686,2336735,5267,277860,131375,06:00
2016-07-25,8507781,7619137,31702,424649,407334,687,4443,4423883,668781,526776,2429815,5569,308034,144923,06:00
2016-07-26,8749193,7877891,32780,378772,430245,728,4252,4559062,686476,552569,2488989,5397,311039,145661,06:00
2016-07-27,8688353,7831211,32908,357364,443486,728,4149,4476660,680840,551586,2507234,5675,319439,146919,06:00
2016-07-28,9005866,8173178,32536,346196,431001,673,4250,4397359,713999,602596,2797223,6733,333535,154421,06:00
2016-07-29,8618603,7759306,33411,361295,438026,622,3916,4453243,718122,543921,2440008,5778,307044,150487,06:00
2016-07-30,8468680,7623879,33865,372073,411653,774,3880,4432545,685434,530549,2380695,5386,284622,149449,06:00
2016-07-31,7740687,6958474,31645,374415,351766,779,3992,4039289,628607,508304,2160861,5362,266196,132068,06:00
2016-08-01,8374820,7514788,35144,398067,403836,714,4405,4378001,665722,536874,2351863,5735,291039,145586,06:00
2016-08-02,8690119,7816727,32877,372328,437160,744,3606,4518549,701364,549985,2457838,5162,307503,149718,06:00
2016-08-03,8256237,7425406,31218,352225,412353,664,4205,4249052,671610,531345,2346803,5653,304070,147704,06:00
2016-08-04,8578105,7709448,33418,354138,438302,682,5051,4416045,699295,547792,2452546,6221,306042,150164,06:00
2016-08-05,8737061,7855325,33534,364641,441655,693,4274,4515223,708628,562979,2485401,5133,310658,149039,06:00
2016-08-06,8533397,7668663,32130,375614,413258,748,5140,4449941,694120,548521,2393394,5585,297291,144545,06:00
2016-08-07,7650838,6873765,29989,358908,355201,782,4390,3932548,631069,500864,2181760,5903,266094,132600,06:00
2016-08-08,8234978,7375327,35103,389456,399504,707,4374,4288895,663464,525242,2304778,5599,304252,142748,06:00
2016-08-09,8752005,7862103,34718,369396,446253,782,4329,4572848,705787,563086,2438043,5384,316791,150066,06:00
2016-08-10,8753268,7876065,31845,364443,443102,681,4587,4564937,700019,542392,2476901,5369,311384,152266,06:00
2016-08-11,8642376,7765698,33096,356363,451195,697,5960,4510788,677177,540895,2450648,5951,308869,148048,06:00
2016-08-12,8864449,7969757,34303,365971,456758,685,6076,4630414,717150,551428,2503076,5558,305129,151694,06:00
2016-08-13,8650329,7775827,34492,374538,433272,771,3975,4526796,703343,528340,2438548,5778,301313,146211,06:00
2016-08-14,8012447,7220315,32053,359718,369314,798,4311,4145978,637470,501148,2322460,5015,262752,137624,06:00
2016-08-15,8291213,7443469,33499,380843,406310,668,3875,4348389,675030,499480,2322125,5880,291283,149026,06:00
2016-08-16,8697928,7841387,34621,353899,434703,653,4824,4594389,685847,527611,2427837,5767,308924,147553,06:00
2016-08-17,8650521,7784252,35207,354037,438009,731,5375,4547460,689675,530742,2418080,6520,307282,150762,06:00
2016-08-18,8436799,7583858,33014,342102,433842,653,4893,4367872,693692,518255,2396090,5683,308431,146776,06:00
2016-08-19,8948433,8080577,34891,350021,446367,715,3915,4629566,706300,556085,2581054,5966,315620,153842,06:00
2016-08-20,8735457,7867584,33379,355769,444442,773,4127,4606402,692016,542243,2448894,5492,291569,148841,06:00
2016-08-21,8008333,7215104,33146,356311,368403,864,4681,4184498,627346,510302,2276527,5527,264800,139333,06:00
2016-08-22,8224011,7380612,33253,377624,402150,735,3569,4278857,663963,516374,2319406,5089,302636,137686,06:00
2016-08-23,8675519,7804320,33279,362396,443562,838,3926,4534866,689605,543564,2444633,6364,310065,146422,06:00
2015-09-01,8727749,8087816,32616,261673,330043,637,3412,4144942,703860,577502,2874561,10615,258576,157693,07:00
2015-09-02,10407089,9709577,40759,264252,373567,738,3232,4948161,775936,644873,3532087,11538,273939,220555,07:00
2015-09-03,9061153,8398984,25671,302178,318334,681,3325,4156845,690595,611017,3172393,9779,258137,162387,07:00
2015-09-04,8906081,8256219,25457,268402,339375,732,3390,4135485,706401,607050,3040787,10133,246957,159268,07:00
2015-09-05,9686358,8915882,28284,352182,373686,769,3771,4486140,812724,668535,3248161,11848,272236,186714,07:00
2015-09-06,10445289,9678695,40806,313216,391059,875,3855,4813299,812194,681444,3570646,10712,331385,225609,07:00
9/7/2015,9222025,8503144,34583,316182,351513,721,3695,4261658,757005,630662,3096455,9272,292090,174883,07:00
9/8/2015,9626417,8925152,33932,281246,368997,745,3586,4365076,751418,671999,3355481,10706,300383,171354,07:00
9/9/2015,9312866,8613282,33451,283865,365100,721,3643,4323191,749200,628802,3140928,10618,291490,168637,07:00
9/10/2015,9497721,8782680,34205,292827,370738,769,3672,4420151,777460,639394,3185469,11095,290161,173991,07:00
9/11/2015,9459347,8741859,35014,296742,368586,788,3982,4391474,778262,645230,3173770,11163,288691,170757,07:00
9/12/2015,9257386,8559073,35262,285084,361140,749,3552,4316319,732255,611131,3116786,10277,293816,176802,07:00
9/13/2015,10446586,9681647,41590,304292,398531,876,3942,4688504,791433,688597,3716569,10692,329808,220983,07:00
9/14/2015,9272124,8551896,34916,317344,349443,694,3574,4250789,781853,630453,3150487,10155,274641,173746,07:00
9/15/2015,9617080,8897081,36091,301017,364514,683,3605,4413909,774798,662780,3282562,10584,299702,172745,07:00
9/16/2015,10126630,9370698,38756,300261,397442,704,4011,4659023,872573,676387,3396846,11746,304615,205440,07:00
9/17/2015,10097392,9336424,36159,308898,396543,740,3768,4675786,817373,670326,3435143,10896,299702,188166,07:00
9/18/2015,9926899,9169685,36532,306091,395249,688,3939,4541802,786346,677791,3434552,11058,304535,170815,07:00
9/19/2015,9149447,1,36730,298968,368288,729,4053,4320894,744477,595241,3029046,11016,283634,165139,07:00
9/20/2015,10212666,1,43573,320587,401401,848,4169,4727800,809942,646791,3477293,11694,324433,214713,07:00
9/21/2015,9206765,1,32840,323596,357248,716,3501,4133518,767436,639352,3196965,10667,287850,170977,07:00
9/22/2015,10108668,1,35183,320675,396658,710,3705,4658356,805684,694702,3459034,11640,302966,176286,07:00
9/23/2015,9525082,1,36533,319660,394211,745,4008,4452964,784019,639169,3180518,9959,290692,167761,07:00
9/24/2015,9408757,1,35602,317423,387536,702,4183,4443386,781110,628030,3080801,11513,292982,170935,07:00
9/25/2015,9565397,1,35436,324494,392060,740,3736,4555194,795768,621360,3127321,11392,283390,170972,07:00
9/26/2015,9567535,1,40275,313406,389236,842,3848,4499574,776506,625686,3166419,10489,310706,178155,07:00
9/27/2015,10510017,1,50095,364456,408033,837,4521,4861361,813771,653989,3572205,11666,371062,225963,07:00
9/28/2015,9263183,1,34965,359701,358281,737,4090,4340460,749019,615162,3058652,10172,315964,173754,07:00
9/29/2015,9488810,1,34321,317190,402191,732,3373,4494441,786019,635686,3069599,10649,317404,175012,07:00
9/30/2015,9636428,1,35390,319563,403741,677,4047,4554603,806629,649030,3158538,11521,286717,169390,07:00
10/1/2015,9652855,1,38926,319292,409528,754,3757,4563078,796178,629921,3176810,10883,304448,171537,07:00
10/2/2015,9601024,1,37141,321347,404816,719,3754,4545527,797153,644296,3123185,10637,312176,168050,07:00
10/3/2015,9861441,1,38285,321847,416876,836,3823,4689824,781277,640107,3265207,10834,300328,173864,07:00
10/4/2015,10496039,1,41488,338420,427499,829,4405,4909823,807315,665329,3548365,10839,331749,222619,07:00
10/5/2015,9221022,1,33548,345520,385585,686,3855,4312202,752777,615584,3071503,9811,289877,169268,07:00
10/6/2015,9552806,1,35039,323971,407088,719,3920,4522406,788247,637733,3130780,9730,296338,167572,07:00
10/7/2015,9609520,1,33630,326299,407468,675,4645,4565288,783970,641514,3150231,10011,293598,164908,07:00
10/8/2015,9966883,1,35923,332293,422529,742,5028,4753498,800324,666455,3263464,11072,299537,172533,07:00
10/9/2015,9878622,1,35497,336733,418018,740,4185,4700572,804625,663387,3218967,10631,311854,168586,07:00
10/10/2015,10863189,1,40953,341262,433640,797,4081,5098142,794233,702263,3735614,11083,336860,184994,07:00
10/11/2015,10910214,1,44245,356768,447841,904,4058,5130012,849940,666087,3695009,11123,335478,222565,07:00
10/12/2015,9631002,1,35465,375159,403533,733,3835,4546861,797007,619134,3195318,11758,287918,173006,07:00
10/13/2015,9701765,1,35334,358337,423879,716,4063,4651836,797523,630246,3146572,11110,290558,173920,07:00
10/14/2015,9434190,1,35807,332965,411122,666,3504,4535216,774045,618904,3038768,10726,292990,163541,07:00
10/15/2015,9641717,1,35911,335396,414661,710,4824,4631255,786061,633264,3116215,10879,297140,166903,07:00
10/16/2015,9509936,1,37299,343463,406787,698,4068,4602770,767630,629488,3040553,11406,298045,160044,07:00
10/17/2015,9594675,1,38384,347257,410439,790,4763,4682543,757559,619245,3061449,11338,299028,163513,07:00
10/18/2015,10486846,1,44714,373576,418937,838,5251,4988243,811137,659523,3474142,11531,331086,211184,07:00
10/19/2015,9432873,1,34518,401295,387238,739,4584,4508008,756030,616681,3086792,7381,287744,170237,07:00
10/20/2015,12593024,1,38565,850520,552901,717,7536,6189965,980799,829191,4005681,13708,364410,209270,07:00
10/21/2015,9588046,1,34669,371787,382440,747,4009,4615936,771597,638854,3096185,10489,291966,163019,07:00
10/22/2015,9438070,1,35189,345742,404412,683,5110,4554114,773253,615486,3029509,10481,290789,164438,07:00
10/23/2015,9620133,1,35843,350250,411176,744,4925,4641935,782586,631131,3092839,10371,290512,170759,07:00
10/24/2015,9598972,1,38586,348205,404974,820,4833,4697168,765555,616117,3041923,11013,298537,168659,07:00
10/25/2015,10588181,1,42815,374426,420454,802,4969,5104346,804811,661045,3455341,11876,332644,218118,07:00
10/26/2015,9641842,1,35566,382936,401773,721,4291,4672965,781332,632795,3078550,10314,285921,179965,07:00
10/27/2015,9708250,1,35320,353286,419161,691,5020,4766382,787212,628970,3062033,9397,290055,164201,07:00
10/28/2015,9822546,1,38406,353237,422116,748,4753,4831174,784287,648049,3090103,10938,292955,165040,07:00
10/29/2015,9882596,1,32682,353919,423376,755,4740,4894776,776198,652281,3104232,10958,279034,165117,07:00
10/30/2015,9827975,1,36013,356991,417155,779,4571,4910228,785633,656021,3012255,9742,286122,167974,07:00
10/31/2015,9858932,1,37232,362495,405007,778,6864,4874236,781576,642669,3085411,9773,296591,168676,07:00
11/1/2015,11056801,1,43034,388982,424575,773,7570,5338064,826887,685788,3654454,10058,329322,212228,07:00
11/2/2015,9336799,1,33054,389955,386810,684,5092,4548267,767179,604695,2959714,9994,281264,165686,07:00
11/3/2015,9634055,1,34515,356591,418113,664,5114,4758774,777432,628493,3009410,9575,285545,164826,07:00
11/4/2015,9811448,8979399,35185,355143,420728,653,5017,4903267,780585,635386,3036560,10472,281639,163539,07:00
11/5/2015,10046164,1,35565,364335,417106,728,6152,5098591,794739,643470,3066587,9439,273675,159663,07:00
2015-11-06,9809664,8980052,38151,362606,404917,709,6875,5027920,766370,638946,2942650,9159,274665,149954,07:00
2015-11-07,9948002,9116888,38312,359685,408890,832,7179,5119900,773692,630752,2966930,10903,287352,158473,07:00
2015-11-08,11745945,10830282,43781,397407,446336,905,7404,5248414,933373,817175,4122347,12451,369790,242395,07:00
2015-11-09,9845597,8996198,35242,402059,388188,762,6355,4757508,796766,668660,3144131,9566,295798,173168,07:00
2015-11-10,9972644,9125037,36579,366520,420762,765,7170,4869678,798061,672876,3150881,9160,303270,168718,07:00
2015-11-11,10175247,9321208,37284,374262,418790,759,7155,5002508,796656,686130,3212675,10197,296438,170643,07:00
2015-11-12,9985078,9132098,37051,387660,402995,801,8228,4917170,803239,669709,3126576,9868,294544,163972,07:00
